Breed1,Breed2,Breed4,Breed3,id
4.51434139583191e-05,5.98093986104659e-08,5.92081540944614e-08,0.999954737568489,sample_1
5.20504891265665e-07,4.48120911286551e-07,4.47427787711181e-07,0.99999858394641,sample_2
0.00897109350040884,0.990673694226617,0.000354972857309739,2.39415664504182e-07,sample_3
0.0457833663839811,0.0165988638219958,6.29266270848013e-07,0.937617140527752,sample_4
0.990564084439427,4.42441771890714e-05,0.00844420902036821,0.000947462363015499,sample_5
0.999997294148692,8.67229515760923e-07,9.69940667094592e-07,8.68681125537025e-07,sample_6
0.797305621556222,8.74202952032542e-06,0.202685115892914,5.20521343435227e-07,sample_7
0.000206078152513181,1.14512691909808e-07,0.999793739427633,6.79071622876759e-08,sample_8
0.999969800923087,1.03916100596801e-07,2.98861538136685e-05,2.09006998701978e-07,sample_9
0.00120207193727799,6.66568011791558e-06,0.99879107434802,1.8803458455826e-07,sample_10
7.48160159012542e-06,1.29488873058195e-06,3.12699999587972e-07,0.999990910809679,sample_11
0.00457336996171059,0.905513229767322,0.08991244035092,9.59920047079692e-07,sample_12
0.931967501263618,0.0533562221165342,0.0145728535107702,0.0001034231090772,sample_13
0.999953387745325,9.00421089658495e-08,2.66401783285052e-05,1.9882034237988e-05,sample_14
0.000133640182783497,0.99986524462812,6.72720361094041e-08,1.04791706046242e-06,sample_15
0.00156957703025503,0.998378827459031,6.71096971529342e-08,5.15284010165426e-05,sample_16
0.00328183917581294,1.21318779817417e-07,0.996717917925028,1.21580379622358e-07,sample_17
0.99551855349545,6.4647419461879e-07,0.000136467638218408,0.00434433239213694,sample_18
0.00032595032164653,8.73541621288098e-07,0.999673122839384,5.32973478672396e-08,sample_19
3.68268570607129e-05,3.78468977457688e-07,0.999962691972648,1.02701314005694e-07,sample_20
0.000105676408419947,0.999892519250948,1.67561750456411e-06,1.28723127555367e-07,sample_21
2.31385773669361e-06,9.05692388104187e-08,8.58771146526595e-08,0.99999750969591,sample_22
0.975719527312857,0.0123758080526822,5.65785758246537e-07,0.0119040988487024,sample_23
5.62941829147799e-06,0.999898483746353,4.19991921200177e-07,9.54668434344538e-05,sample_24
0.0430863926340546,0.000812544183036288,2.37053055137269e-07,0.956100826129854,sample_25
0.99992313243479,1.78353586490243e-07,7.65034282396365e-05,1.85783383489715e-07,sample_26
0.997130189746438,1.67173405434438e-07,1.4194560596776e-07,0.00286950113455096,sample_27
0.000101902490639938,1.92881605793113e-06,1.92881598598562e-06,0.999894239877316,sample_28
0.00034037024186286,0.999649918554893,9.61086466951935e-06,1.00338574179227e-07,sample_29
4.13610062088742e-05,2.80946929220038e-05,1.23542691307274e-07,0.999930420758178,sample_30
0.000198071121405499,0.999797887718933,8.26544149140816e-08,3.95850524630471e-06,sample_31
6.4158504732521e-05,6.74249618571306e-07,5.46782077951517e-08,0.999935112567441,sample_32
0.999998548139046,1.37251394121147e-07,5.62967969768935e-07,7.51641589921537e-07,sample_33
0.999999082301112,2.12508001060429e-07,4.33209749114315e-07,2.71981137410142e-07,sample_34
2.42426315009464e-05,1.43791404609295e-07,0.999975482409708,1.31167386900201e-07,sample_35
2.59931737804353e-05,1.33257677547903e-06,0.999972498264508,1.75984936082297e-07,sample_36
0.999978687503866,3.48827051330681e-07,1.2154704798991e-05,8.80896428317262e-06,sample_37
